caseid,activity,resource,ts
Application_855486492,O_Returned,User_119,2016-01-11 13:31:08.385
Application_822724921,W_Call incomplete files,User_41,2016-01-11 13:31:14.959
Application_1301925609,W_Validate application,User_99,2016-01-11 13:32:10.447
Application_1301925609,W_Call incomplete files,User_99,2016-01-11 13:32:10.489
Application_1301925609,W_Call incomplete files,User_99,2016-01-11 13:32:10.508
Application_1301925609,A_Incomplete,User_99,2016-01-11 13:32:10.537
Application_909100209,A_Create Application,User_47,2016-01-11 13:32:58.591
Application_909100209,W_Complete application,User_47,2016-01-11 13:32:58.605
Application_909100209,W_Complete application,User_47,2016-01-11 13:32:58.608
Application_909100209,A_Concept,User_47,2016-01-11 13:32:58.610
Application_987262285,W_Call after offers,User_116,2016-01-11 13:33:27.836
Application_987262285,W_Validate application,User_116,2016-01-11 13:33:27.842
Application_987262285,W_Validate application,User_68,2016-01-11 13:33:27.843
Application_987262285,A_Validating,User_116,2016-01-11 13:33:28.616
Application_1428307326,W_Validate application,User_117,2016-01-11 13:34:24.697
Application_987262285,O_Returned,User_116,2016-01-11 13:34:46.447
Application_855486492,W_Validate application,User_119,2016-01-11 13:35:15.808
Application_987262285,W_Validate application,User_116,2016-01-11 13:36:17.292
Application_167944225,W_Validate application,User_102,2016-01-11 13:37:10.451
Application_909100209,A_Accepted,User_47,2016-01-11 13:37:17.907
Application_679053666,A_Create Application,User_2,2016-01-11 13:38:11.517
Application_679053666,A_Concept,User_2,2016-01-11 13:38:11.519
Application_679053666,W_Complete application,User_2,2016-01-11 13:38:11.528
Application_679053666,W_Complete application,User_2,2016-01-11 13:38:11.531
Application_1210637698,A_Cancelled,User_8,2016-01-11 13:38:45.597
Application_1210637698,O_Cancelled,User_8,2016-01-11 13:38:45.621
Application_1210637698,W_Call after offers,User_8,2016-01-11 13:38:45.631
Application_1210637698,End,End,2016-01-11 13:38:46.631
Application_679053666,A_Accepted,User_2,2016-01-11 13:45:21.669
Application_909100209,O_Create Offer,User_47,2016-01-11 13:45:37.679
Application_909100209,O_Created,User_47,2016-01-11 13:45:39.105
Application_1301925609,W_Call incomplete files,User_99,2016-01-11 13:46:07.413
Application_909100209,O_Sent (mail and online),User_47,2016-01-11 13:46:46.145
Application_909100209,W_Call after offers,User_47,2016-01-11 13:46:46.182
Application_909100209,W_Call after offers,User_47,2016-01-11 13:46:46.186
Application_909100209,A_Complete,User_47,2016-01-11 13:46:46.189
Application_679053666,O_Create Offer,User_2,2016-01-11 13:46:48.546
Application_679053666,O_Created,User_2,2016-01-11 13:46:49.721
Application_679053666,O_Sent (mail and online),User_2,2016-01-11 13:47:55.385
Application_679053666,W_Call after offers,User_2,2016-01-11 13:47:55.415
Application_679053666,W_Call after offers,User_2,2016-01-11 13:47:55.423
Application_679053666,A_Complete,User_2,2016-01-11 13:47:55.427
Application_909100209,W_Call after offers,User_47,2016-01-11 13:48:14.827
Application_822724921,W_Call incomplete files,User_41,2016-01-11 13:48:37.513
Application_822724921,W_Call incomplete files,User_41,2016-01-11 13:49:10.204
Application_584603670,W_Call incomplete files,User_119,2016-01-11 13:49:55.417
Application_584603670,W_Validate application,User_119,2016-01-11 13:49:55.423
Application_584603670,W_Validate application,User_87,2016-01-11 13:49:55.426
Application_584603670,A_Validating,User_119,2016-01-11 13:49:55.488
Application_1603124379,W_Call incomplete files,User_41,2016-01-11 13:53:07.168
Application_679053666,W_Call after offers,User_2,2016-01-11 13:53:42.013
Application_584603670,W_Validate application,User_119,2016-01-11 13:53:47.838
Application_167944225,W_Validate application,User_102,2016-01-11 13:54:42.391
Application_1868808301,W_Validate application,User_102,2016-01-11 13:56:13.876
Application_1603124379,W_Call incomplete files,User_41,2016-01-11 13:56:46.656
Application_180547487,W_Validate application,User_100,2016-01-11 13:57:26.213
Application_180547487,W_Call incomplete files,User_100,2016-01-11 13:57:26.224
Application_180547487,W_Call incomplete files,User_100,2016-01-11 13:57:26.226
Application_180547487,A_Incomplete,User_100,2016-01-11 13:57:26.228
Application_1806387393,W_Validate application,User_95,2016-01-11 13:58:58.116
Application_180547487,W_Call incomplete files,User_100,2016-01-11 14:00:00.377
Application_128641394,W_Complete application,User_31,2016-01-11 14:05:56.116
Application_1884385405,W_Complete application,User_71,2016-01-11 14:12:55.076
Application_128641394,A_Accepted,User_31,2016-01-11 14:14:17.567
Application_1884385405,W_Complete application,User_5,2016-01-11 14:14:55.321
Application_1310063638,W_Call after offers,User_116,2016-01-11 14:17:16.399
Application_1310063638,W_Validate application,User_116,2016-01-11 14:17:16.406
Application_1310063638,W_Validate application,User_116,2016-01-11 14:17:16.407
Application_1310063638,A_Validating,User_116,2016-01-11 14:17:17.278
Application_1806387393,A_Denied,User_95,2016-01-11 14:19:39.053
Application_1806387393,O_Refused,User_95,2016-01-11 14:19:39.082
Application_1806387393,End,End,2016-01-11 14:19:40.082
Application_1310063638,O_Returned,User_116,2016-01-11 14:19:48.517
Application_1699757505,W_Call incomplete files,User_41,2016-01-11 14:20:56.768
Application_128641394,O_Create Offer,User_31,2016-01-11 14:23:09.453
Application_128641394,O_Created,User_31,2016-01-11 14:23:10.751
Application_1310063638,W_Validate application,User_116,2016-01-11 14:23:19.764
Application_2118101879,O_Accepted,User_95,2016-01-11 14:26:05.383
Application_2118101879,A_Pending,User_95,2016-01-11 14:26:05.389
Application_2118101879,W_Validate application,User_95,2016-01-11 14:26:05.392
Application_2118101879,End,End,2016-01-11 14:26:06.392
Application_167944225,A_Denied,User_99,2016-01-11 14:28:06.196
Application_167944225,O_Refused,User_99,2016-01-11 14:28:06.242
Application_167944225,W_Validate application,User_99,2016-01-11 14:28:06.253
Application_167944225,End,End,2016-01-11 14:28:07.253
Application_128641394,O_Sent (mail and online),User_31,2016-01-11 14:28:57.428
Application_128641394,W_Call after offers,User_31,2016-01-11 14:28:57.449
Application_128641394,W_Call after offers,User_31,2016-01-11 14:28:57.451
Application_128641394,A_Complete,User_31,2016-01-11 14:28:57.453
Application_1699757505,W_Call incomplete files,User_41,2016-01-11 14:31:46.495
Application_2005183817,W_Call incomplete files,User_116,2016-01-11 14:40:15.091
Application_2005183817,W_Validate application,User_116,2016-01-11 14:40:15.097
Application_2005183817,W_Validate application,User_116,2016-01-11 14:40:15.099
Application_2005183817,A_Validating,User_116,2016-01-11 14:40:15.160
Application_2005183817,W_Validate application,User_116,2016-01-11 14:40:20.899
Application_821425679,W_Call incomplete files,User_119,2016-01-11 14:40:33.755
Application_821425679,W_Validate application,User_119,2016-01-11 14:40:33.764
Application_821425679,W_Validate application,User_119,2016-01-11 14:40:33.766
Application_821425679,A_Validating,User_119,2016-01-11 14:40:33.907
Application_128641394,W_Call after offers,User_31,2016-01-11 14:43:55.514
Application_821425679,W_Validate application,User_119,2016-01-11 14:45:23.578
Application_1868808301,W_Validate application,User_102,2016-01-11 14:54:00.228
Application_1696031128,A_Denied,User_100,2016-01-11 14:58:55.137
Application_1696031128,O_Refused,User_100,2016-01-11 14:58:55.163
Application_1696031128,W_Validate application,User_100,2016-01-11 14:58:55.174
Application_1696031128,End,End,2016-01-11 14:58:56.174
Application_1413308979,A_Cancelled,User_4,2016-01-11 15:00:11.628
Application_1413308979,O_Cancelled,User_4,2016-01-11 15:00:11.663
Application_1413308979,W_Call after offers,User_4,2016-01-11 15:00:11.679
Application_1413308979,End,End,2016-01-11 15:00:12.679
Application_2081746160,A_Create Application,User_10,2016-01-11 15:08:56.970
Application_2081746160,A_Concept,User_10,2016-01-11 15:08:56.972
Application_2081746160,W_Complete application,User_10,2016-01-11 15:08:56.977
Application_2081746160,W_Complete application,User_10,2016-01-11 15:08:56.979
Application_2081746160,A_Accepted,User_10,2016-01-11 15:12:14.346
Application_829714042,W_Validate application,User_100,2016-01-11 15:12:29.813
Application_829714042,W_Call incomplete files,User_100,2016-01-11 15:12:29.869
Application_829714042,W_Call incomplete files,User_100,2016-01-11 15:12:29.876
Application_829714042,A_Incomplete,User_100,2016-01-11 15:12:29.892
Application_2081746160,O_Create Offer,User_10,2016-01-11 15:13:07.552
Application_2081746160,O_Created,User_10,2016-01-11 15:13:08.677
Application_1300843234,W_Call incomplete files,User_21,2016-01-11 15:13:30.166
Application_2081746160,O_Sent (mail and online),User_10,2016-01-11 15:13:36.402
Application_2081746160,W_Call after offers,User_10,2016-01-11 15:13:36.427
Application_2081746160,W_Call after offers,User_10,2016-01-11 15:13:36.429
Application_2081746160,A_Complete,User_10,2016-01-11 15:13:36.431
Application_829714042,W_Call incomplete files,User_100,2016-01-11 15:14:16.948
Application_2081746160,W_Call after offers,User_10,2016-01-11 15:16:18.142
Application_1300843234,W_Call incomplete files,User_21,2016-01-11 15:21:17.288
Application_323012882,W_Call incomplete files,User_119,2016-01-11 15:27:20.743
Application_323012882,W_Validate application,User_119,2016-01-11 15:27:20.754
Application_323012882,W_Validate application,User_119,2016-01-11 15:27:20.757
Application_323012882,A_Validating,User_119,2016-01-11 15:27:20.827
Application_323012882,W_Validate application,User_119,2016-01-11 15:27:39.049
Application_275338795,W_Call incomplete files,User_41,2016-01-11 15:29:49.830
Application_855486492,W_Validate application,User_102,2016-01-11 15:32:24.293
Application_855486492,W_Validate application,User_102,2016-01-11 15:32:32.936
Application_275338795,W_Call incomplete files,User_41,2016-01-11 15:32:41.696
Application_987262285,W_Validate application,User_102,2016-01-11 15:33:06.889
Application_180547487,W_Call incomplete files,User_21,2016-01-11 15:35:45.528
Application_1603124379,W_Call incomplete files,User_119,2016-01-11 15:36:41.380
Application_1603124379,W_Validate application,User_119,2016-01-11 15:36:41.386
Application_1603124379,W_Validate application,User_29,2016-01-11 15:36:41.388
Application_1603124379,A_Validating,User_119,2016-01-11 15:36:41.452
Application_1603124379,W_Validate application,User_119,2016-01-11 15:37:11.425
Application_180547487,W_Call incomplete files,User_21,2016-01-11 15:37:39.392
Application_829714042,O_Accepted,User_95,2016-01-11 15:39:53.135
Application_829714042,A_Pending,User_95,2016-01-11 15:39:53.138
Application_829714042,W_Call incomplete files,User_95,2016-01-11 15:39:53.142
Application_829714042,End,End,2016-01-11 15:39:54.142
Application_1428307326,O_Accepted,User_95,2016-01-11 15:42:17.318
Application_1428307326,A_Pending,User_95,2016-01-11 15:42:17.322
Application_1428307326,W_Validate application,User_95,2016-01-11 15:42:17.325
Application_1428307326,End,End,2016-01-11 15:42:18.325
Application_987262285,W_Validate application,User_102,2016-01-11 15:45:49.331
Application_1310063638,W_Validate application,User_102,2016-01-11 15:47:48.623
Application_1868808301,W_Validate application,User_99,2016-01-11 15:49:23.283
Application_821425679,O_Accepted,User_95,2016-01-11 15:58:57.023
Application_821425679,A_Pending,User_95,2016-01-11 15:58:57.026
Application_821425679,W_Validate application,User_95,2016-01-11 15:58:57.029
Application_821425679,End,End,2016-01-11 15:58:58.029
Application_1868808301,W_Call incomplete files,User_99,2016-01-11 16:00:00.684
Application_1868808301,W_Call incomplete files,User_99,2016-01-11 16:00:00.687
Application_1868808301,A_Incomplete,User_99,2016-01-11 16:00:00.689
Application_1868808301,W_Call incomplete files,User_99,2016-01-11 16:00:33.291
Application_1310063638,W_Validate application,User_102,2016-01-11 16:00:34.813
Application_1884385405,W_Complete application,User_71,2016-01-11 16:06:48.023
Application_323012882,O_Accepted,User_95,2016-01-11 16:11:37.791
Application_323012882,A_Pending,User_95,2016-01-11 16:11:37.821
Application_323012882,W_Validate application,User_95,2016-01-11 16:11:37.827
Application_323012882,End,End,2016-01-11 16:11:38.827
Application_718267424,A_Accepted,User_31,2016-01-11 16:14:26.920
Application_718267424,O_Create Offer,User_31,2016-01-11 16:15:56.140
Application_718267424,O_Created,User_31,2016-01-11 16:15:57.546
Application_718267424,O_Sent (mail and online),User_31,2016-01-11 16:17:15.391
Application_718267424,W_Complete application,User_31,2016-01-11 16:17:15.413
Application_718267424,W_Call after offers,User_31,2016-01-11 16:17:15.455
Application_718267424,W_Call after offers,User_31,2016-01-11 16:17:15.459
Application_718267424,A_Complete,User_31,2016-01-11 16:17:15.462
Application_1884385405,A_Accepted,User_71,2016-01-11 16:17:50.808
Application_718267424,W_Call after offers,User_31,2016-01-11 16:19:24.383
Application_1884385405,O_Create Offer,User_71,2016-01-11 16:20:17.274
Application_1884385405,O_Created,User_71,2016-01-11 16:20:18.445
Application_180547487,W_Call incomplete files,User_119,2016-01-11 16:20:27.278
Application_180547487,W_Validate application,User_119,2016-01-11 16:20:27.285
Application_180547487,W_Validate application,User_87,2016-01-11 16:20:27.287
Application_180547487,A_Validating,User_119,2016-01-11 16:20:27.352
Application_1195396325,W_Validate application,User_95,2016-01-11 16:20:57.250
Application_1195396325,W_Validate application,User_95,2016-01-11 16:21:02.014
Application_180547487,W_Validate application,User_119,2016-01-11 16:21:12.682
Application_1884385405,O_Sent (mail and online),User_71,2016-01-11 16:22:44.120
Application_1884385405,W_Call after offers,User_71,2016-01-11 16:22:44.206
Application_1884385405,W_Call after offers,User_71,2016-01-11 16:22:44.209
Application_1884385405,A_Complete,User_71,2016-01-11 16:22:44.211
Application_1884385405,W_Call after offers,User_71,2016-01-11 16:26:23.972
Application_1979284304,W_Call incomplete files,User_21,2016-01-11 16:30:20.437
Application_1310063638,W_Validate application,User_102,2016-01-11 16:32:20.176
Application_2012524282,W_Validate application,User_100,2016-01-11 16:35:30.388
Application_2012524282,W_Call incomplete files,User_100,2016-01-11 16:35:30.397
Application_2012524282,W_Call incomplete files,User_100,2016-01-11 16:35:30.399
Application_2012524282,A_Incomplete,User_100,2016-01-11 16:35:30.401
Application_481210204,W_Complete application,User_85,2016-01-11 16:41:41.592
Application_481210204,W_Complete application,User_85,2016-01-11 16:43:37.202
Application_2012524282,W_Call incomplete files,User_100,2016-01-11 16:45:15.026
Application_1310063638,W_Validate application,User_102,2016-01-11 16:45:19.980
Application_180547487,W_Validate application,User_100,2016-01-11 16:45:43.468
Application_1300843234,W_Call incomplete files,User_119,2016-01-11 16:45:50.837
Application_1300843234,W_Validate application,User_119,2016-01-11 16:45:50.845
Application_1300843234,W_Validate application,User_119,2016-01-11 16:45:50.847
Application_1300843234,A_Validating,User_119,2016-01-11 16:45:50.912
Application_1300843234,W_Validate application,User_119,2016-01-11 16:46:09.475
Application_180547487,W_Validate application,User_100,2016-01-11 16:46:23.735
Application_1979284304,W_Call incomplete files,User_21,2016-01-11 16:46:28.262
Application_1310063638,A_Denied,User_99,2016-01-11 16:46:39.956
Application_1310063638,O_Refused,User_99,2016-01-11 16:46:39.995
Application_1310063638,W_Validate application,User_99,2016-01-11 16:46:40.009
Application_1310063638,End,End,2016-01-11 16:46:41.009
Application_822724921,W_Call incomplete files,User_119,2016-01-11 16:48:31.517
Application_822724921,W_Validate application,User_119,2016-01-11 16:48:31.553
Application_822724921,W_Validate application,User_75,2016-01-11 16:48:31.557
Application_822724921,A_Validating,User_119,2016-01-11 16:48:31.635
Application_822724921,W_Validate application,User_119,2016-01-11 16:48:40.050
Application_275338795,W_Call incomplete files,User_27,2016-01-11 16:49:15.485
Application_275338795,W_Validate application,User_27,2016-01-11 16:49:15.494
Application_275338795,W_Validate application,User_27,2016-01-11 16:49:15.497
Application_275338795,A_Validating,User_27,2016-01-11 16:49:15.566
Application_275338795,O_Accepted,User_119,2016-01-11 16:51:04.968
Application_275338795,A_Pending,User_119,2016-01-11 16:51:04.979
Application_275338795,End,End,2016-01-11 16:51:05.979
Application_1979284304,W_Call incomplete files,User_119,2016-01-11 16:56:56.854
Application_1979284304,W_Validate application,User_119,2016-01-11 16:56:56.873
Application_1979284304,W_Validate application,User_119,2016-01-11 16:56:56.877
Application_1979284304,A_Validating,User_119,2016-01-11 16:56:56.962
Application_2055987002,O_Accepted,User_99,2016-01-11 17:04:09.561
Application_2055987002,A_Pending,User_99,2016-01-11 17:04:09.609
Application_2055987002,W_Validate application,User_99,2016-01-11 17:04:09.612
Application_2055987002,End,End,2016-01-11 17:04:10.612
Application_822724921,W_Validate application,User_75,2016-01-11 17:09:39.292
Application_822724921,O_Accepted,User_75,2016-01-11 17:29:16.951
Application_822724921,A_Pending,User_75,2016-01-11 17:29:16.959
Application_822724921,O_Cancelled,User_75,2016-01-11 17:29:16.976
Application_822724921,End,End,2016-01-11 17:29:17.976
Application_481210204,A_Accepted,User_10,2016-01-11 18:23:52.415
Application_481210204,O_Create Offer,User_10,2016-01-11 18:25:48.165
Application_481210204,O_Created,User_10,2016-01-11 18:25:49.425
Application_481210204,O_Sent (mail and online),User_10,2016-01-11 18:27:09.614
Application_481210204,W_Complete application,User_10,2016-01-11 18:27:09.662
Application_481210204,W_Call after offers,User_10,2016-01-11 18:27:09.716
Application_481210204,W_Call after offers,User_10,2016-01-11 18:27:09.725
Application_481210204,A_Complete,User_10,2016-01-11 18:27:09.728
Application_481210204,W_Call after offers,User_10,2016-01-11 18:29:13.365
Application_1547844908,W_Call incomplete files,User_33,2016-01-11 18:54:42.688
Application_1547844908,W_Call incomplete files,User_33,2016-01-11 18:54:54.433
Application_1547844908,W_Call incomplete files,User_33,2016-01-11 19:08:21.785
Application_1436618564,A_Cancelled,User_20,2016-01-11 19:16:07.195
Application_1436618564,O_Cancelled,User_20,2016-01-11 19:16:07.218
Application_1436618564,W_Call after offers,User_20,2016-01-11 19:16:07.228
Application_1436618564,End,End,2016-01-11 19:16:08.228
Application_1547844908,W_Call incomplete files,User_33,2016-01-11 19:29:48.380
Application_1301925609,W_Call incomplete files,User_33,2016-01-11 19:29:55.552
Application_1547844908,O_Create Offer,User_12,2016-01-11 19:46:21.712
Application_1547844908,O_Created,User_12,2016-01-11 19:46:22.937
Application_1547844908,O_Sent (mail and online),User_12,2016-01-11 19:46:55.636
Application_1301925609,W_Call incomplete files,User_33,2016-01-11 19:52:34.892
Application_1231177181,W_Validate application,User_75,2016-01-11 21:16:16.132
Application_1231177181,W_Validate application,User_75,2016-01-11 21:21:02.451
Application_1979284304,W_Validate application,User_1,2016-01-12 00:00:18.083
Application_1979284304,W_Validate application,User_1,2016-01-12 00:00:18.087
Application_1979284304,W_Validate application,User_1,2016-01-12 00:00:18.091
Application_1979284304,W_Validate application,User_1,2016-01-12 00:00:18.095
Application_1979284304,W_Validate application,User_1,2016-01-12 00:00:18.099
Application_1979284304,W_Validate application,User_1,2016-01-12 00:00:18.103
Application_1195396325,W_Validate application,User_68,2016-01-12 06:50:44.291
Application_1195396325,W_Validate application,User_68,2016-01-12 06:51:24.227
Application_855486492,W_Validate application,User_68,2016-01-12 06:51:53.369
Application_855486492,W_Validate application,User_68,2016-01-12 06:52:00.262
Application_987262285,W_Validate application,User_68,2016-01-12 06:52:43.274
Application_987262285,W_Validate application,User_68,2016-01-12 06:53:04.603
Application_1231177181,W_Validate application,User_68,2016-01-12 06:58:06.666
Application_1231177181,W_Validate application,User_68,2016-01-12 06:58:23.005
Application_855486492,W_Validate application,User_68,2016-01-12 06:58:32.857
Application_855486492,W_Validate application,User_68,2016-01-12 06:58:46.525
Application_584603670,W_Validate application,User_68,2016-01-12 06:59:44.211
Application_584603670,W_Validate application,User_68,2016-01-12 06:59:58.505
Application_1195396325,W_Validate application,User_68,2016-01-12 08:27:40.610
Application_1979284304,W_Validate application,User_102,2016-01-12 08:45:17.100
Application_1979284304,W_Validate application,User_102,2016-01-12 08:50:04.815
Application_1979284304,W_Validate application,User_102,2016-01-12 08:50:54.184
Application_1979284304,W_Validate application,User_102,2016-01-12 08:56:39.536
Application_584603670,W_Validate application,User_102,2016-01-12 08:57:25.209
Application_180547487,W_Validate application,User_87,2016-01-12 09:13:26.446
Application_180547487,W_Validate application,User_87,2016-01-12 09:13:33.151
Application_493034835,W_Validate application,User_87,2016-01-12 09:13:50.864
Application_493034835,W_Validate application,User_87,2016-01-12 09:14:24.136
Application_1137970429,W_Complete application,User_27,2016-01-12 09:14:36.895
Application_1859638703,W_Validate application,User_87,2016-01-12 09:14:52.802
Application_1859638703,W_Validate application,User_87,2016-01-12 09:15:08.589
Application_1868808301,W_Call incomplete files,User_2,2016-01-12 09:15:26.806
Application_864903752,W_Validate application,User_87,2016-01-12 09:15:33.284
Application_864903752,W_Validate application,User_87,2016-01-12 09:15:51.651
Application_1137970429,W_Complete application,User_27,2016-01-12 09:16:22.866
Application_1603124379,W_Validate application,User_29,2016-01-12 09:16:25.859
Application_180547487,W_Validate application,User_87,2016-01-12 09:17:21.575
Application_1195396325,W_Call incomplete files,User_68,2016-01-12 09:17:47.208
Application_1195396325,W_Call incomplete files,User_2,2016-01-12 09:17:47.211
Application_1195396325,A_Incomplete,User_68,2016-01-12 09:17:47.212
Application_1195396325,W_Call incomplete files,User_68,2016-01-12 09:17:51.199
Application_180547487,W_Validate application,User_87,2016-01-12 09:19:14.387
Application_180547487,W_Validate application,User_87,2016-01-12 09:19:38.839
Application_1547844908,W_Call incomplete files,User_118,2016-01-12 09:20:27.729
Application_1547844908,W_Validate application,User_118,2016-01-12 09:20:27.735
Application_1547844908,W_Validate application,User_118,2016-01-12 09:20:27.786
Application_1547844908,A_Validating,User_118,2016-01-12 09:20:27.849
Application_1547844908,W_Validate application,User_118,2016-01-12 09:20:34.071
Application_417231992,A_Create Application,User_12,2016-01-12 09:21:46.304
Application_417231992,W_Complete application,User_12,2016-01-12 09:21:46.311
Application_417231992,W_Complete application,User_12,2016-01-12 09:21:46.314
Application_417231992,A_Concept,User_12,2016-01-12 09:21:46.316
Application_417231992,A_Accepted,User_12,2016-01-12 09:24:59.100
Application_584603670,W_Validate application,User_102,2016-01-12 09:25:02.530
Application_1979284304,W_Validate application,User_102,2016-01-12 09:25:12.325
Application_1979284304,W_Validate application,User_102,2016-01-12 09:26:00.390
Application_1868808301,O_Create Offer,User_2,2016-01-12 09:26:03.938
Application_1868808301,O_Created,User_2,2016-01-12 09:26:05.319
Application_1868808301,O_Sent (online only),User_2,2016-01-12 09:26:19.664
Application_1868808301,W_Call incomplete files,User_2,2016-01-12 09:27:29.540
Application_180547487,W_Call incomplete files,User_87,2016-01-12 09:31:24.104
Application_180547487,W_Call incomplete files,User_87,2016-01-12 09:31:24.106
Application_180547487,A_Incomplete,User_87,2016-01-12 09:31:24.108
Application_417231992,O_Create Offer,User_12,2016-01-12 09:31:33.698
Application_417231992,O_Created,User_12,2016-01-12 09:31:34.922
Application_417231992,O_Sent (mail and online),User_12,2016-01-12 09:31:45.306
Application_417231992,W_Call after offers,User_12,2016-01-12 09:31:45.333
Application_417231992,W_Call after offers,User_12,2016-01-12 09:31:45.335
Application_417231992,A_Complete,User_12,2016-01-12 09:31:45.338
Application_1979284304,W_Validate application,User_102,2016-01-12 09:31:51.726
Application_750571787,W_Call after offers,User_9,2016-01-12 09:32:34.537
Application_180547487,W_Call incomplete files,User_87,2016-01-12 09:32:48.761
Application_417231992,W_Call after offers,User_12,2016-01-12 09:33:07.235
Application_750571787,W_Call after offers,User_9,2016-01-12 09:33:16.976
Application_2012524282,W_Call incomplete files,User_2,2016-01-12 09:34:01.178
Application_1833979489,W_Call after offers,User_9,2016-01-12 09:34:17.958
Application_1699757505,W_Call incomplete files,User_118,2016-01-12 09:34:50.481
Application_1699757505,W_Validate application,User_118,2016-01-12 09:34:50.487
Application_1699757505,W_Validate application,User_118,2016-01-12 09:34:50.489
Application_1699757505,A_Validating,User_118,2016-01-12 09:34:50.563
Application_1699757505,W_Validate application,User_118,2016-01-12 09:34:59.820
Application_1833979489,W_Call after offers,User_9,2016-01-12 09:35:11.958
Application_2012524282,W_Call incomplete files,User_2,2016-01-12 09:36:59.299
Application_1898882436,W_Call after offers,User_9,2016-01-12 09:38:00.751
Application_1898882436,W_Call after offers,User_9,2016-01-12 09:38:53.856
Application_1898882436,W_Call after offers,User_9,2016-01-12 09:39:10.252
Application_1898882436,W_Call after offers,User_9,2016-01-12 09:39:24.397
Application_1462703151,W_Call after offers,User_9,2016-01-12 09:40:22.612
Application_584603670,W_Validate application,User_87,2016-01-12 09:40:30.478
Application_1462703151,W_Call after offers,User_9,2016-01-12 09:40:57.075
Application_807098596,W_Call after offers,User_9,2016-01-12 09:45:23.910
Application_807098596,W_Call after offers,User_9,2016-01-12 09:45:53.876
Application_1603124379,W_Call incomplete files,User_29,2016-01-12 09:55:51.650
Application_1603124379,W_Call incomplete files,User_29,2016-01-12 09:55:51.654
Application_1603124379,A_Incomplete,User_29,2016-01-12 09:55:51.656
Application_1603124379,W_Call incomplete files,User_29,2016-01-12 09:55:57.223
Application_1300843234,W_Validate application,User_30,2016-01-12 09:57:12.562
Application_1300843234,W_Validate application,User_30,2016-01-12 09:57:48.131
Application_584603670,W_Call incomplete files,User_87,2016-01-12 10:06:41.341
Application_584603670,W_Call incomplete files,User_87,2016-01-12 10:06:41.343
Application_584603670,A_Incomplete,User_87,2016-01-12 10:06:41.345
Application_584603670,W_Call incomplete files,User_87,2016-01-12 10:06:50.852
Application_1979284304,W_Validate application,User_87,2016-01-12 10:13:05.891
Application_987262285,W_Validate application,User_68,2016-01-12 10:18:12.941
Application_1979284304,O_Accepted,User_87,2016-01-12 10:18:29.844
Application_1979284304,A_Pending,User_87,2016-01-12 10:18:29.847
Application_1979284304,End,End,2016-01-12 10:18:30.847
Application_1137970429,A_Accepted,User_21,2016-01-12 10:23:14.862
Application_798605556,A_Cancelled,User_10,2016-01-12 10:26:12.113
Application_798605556,O_Cancelled,User_10,2016-01-12 10:26:12.147
Application_798605556,W_Call after offers,User_10,2016-01-12 10:26:12.165
Application_798605556,End,End,2016-01-12 10:26:13.165
Application_1137970429,O_Create Offer,User_21,2016-01-12 10:29:14.502
Application_1137970429,O_Created,User_21,2016-01-12 10:29:15.928
Application_1195396325,W_Call incomplete files,User_2,2016-01-12 10:29:53.438
Application_1137970429,O_Sent (mail and online),User_21,2016-01-12 10:31:00.713
Application_1137970429,W_Complete application,User_21,2016-01-12 10:31:00.736
Application_1137970429,W_Call after offers,User_21,2016-01-12 10:31:00.748
Application_1137970429,W_Call after offers,User_21,2016-01-12 10:31:00.753
Application_1137970429,A_Complete,User_21,2016-01-12 10:31:00.756
Application_1137970429,W_Call after offers,User_21,2016-01-12 10:32:06.119
Application_987262285,A_Denied,User_68,2016-01-12 10:32:11.954
Application_987262285,O_Refused,User_68,2016-01-12 10:32:11.983
Application_987262285,End,End,2016-01-12 10:32:12.983
Application_1195396325,W_Validate application,User_2,2016-01-12 10:37:45.379
Application_1195396325,W_Validate application,User_68,2016-01-12 10:37:45.383
Application_1195396325,A_Validating,User_2,2016-01-12 10:37:45.560
Application_1195396325,W_Validate application,User_2,2016-01-12 10:37:54.686
Application_180547487,W_Call incomplete files,User_2,2016-01-12 10:41:47.293
Application_1471099537,O_Accepted,User_115,2016-01-12 10:44:57.619
Application_1471099537,A_Pending,User_115,2016-01-12 10:44:57.622
Application_1471099537,W_Validate application,User_115,2016-01-12 10:44:57.625
Application_1471099537,End,End,2016-01-12 10:44:58.625
Application_1195396325,W_Validate application,User_68,2016-01-12 10:48:53.449
Application_1859638703,W_Validate application,User_87,2016-01-12 10:49:51.410
Application_1195396325,W_Call incomplete files,User_68,2016-01-12 10:54:27.994
Application_1195396325,W_Call incomplete files,User_68,2016-01-12 10:54:27.996
Application_1195396325,A_Incomplete,User_68,2016-01-12 10:54:27.998
Application_1195396325,W_Call incomplete files,User_68,2016-01-12 10:54:33.749
Application_180547487,W_Call incomplete files,User_2,2016-01-12 10:55:29.868
Application_709929024,W_Call after offers,User_119,2016-01-12 11:02:20.079
Application_709929024,W_Validate application,User_119,2016-01-12 11:02:20.086
Application_709929024,W_Validate application,User_119,2016-01-12 11:02:20.089
Application_709929024,A_Validating,User_119,2016-01-12 11:02:20.865
Application_838952120,W_Call after offers,User_26,2016-01-12 11:02:32.126
Application_709929024,O_Returned,User_119,2016-01-12 11:02:39.645
Application_838952120,W_Call after offers,User_26,2016-01-12 11:03:02.504
